Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Lead_Time_Days,GSCPI,gust_kph,precip_mm
SC-12541,2024-09-09,Shanghai,Busan,Sea,Perishables,11608.68,31.55,26.53,0.1,6.4125,0.08125
SC-12542,2024-10-12,Singapore,Marseille,Rail,Electronics,12765.86,295.87,34.08,-0.35,13.7,0.11875
SC-12543,2025-07-25,Busan,Los Angeles,Air,Electronics,9397.26,494.62,0.82,0.02,11.125,0.0
SC-12544,2024-11-01,Antwerp,Rotterdam,Sea,Perishables,1784.77,84.25,3.09,-0.28,16.075,0.03125
SC-12545,2024-08-18,Singapore,Los Angeles,Rail,Textiles,7570.6,24.3,56.33,0.21,11.125,0.0
SC-12546,2024-10-31,Los Angeles,Dubai,Air,Textiles,1625.92,389.99,0.5,-0.35,22.25625,0.0
SC-12547,2024-10-22,Shanghai,Dubai,Sea,Textiles,6409.37,127.04,10.55,-0.35,22.25625,0.0
SC-12548,2025-12-22,Singapore,Dubai,Rail,Pharmaceuticals,6403.04,414.99,6.03,0.56,22.25625,0.0
SC-12549,2024-07-31,Singapore,Marseille,Sea,Pharmaceuticals,1457.14,352.26,20.68,-0.05,13.7,0.11875
SC-12550,2025-12-07,Busan,Antwerp,Rail,Automotive,5557.9,472.89,3.85,0.56,15.88125,0.1625
SC-12551,2025-12-22,Shanghai,Marseille,Road,Pharmaceuticals,2109.47,205.05,1.57,0.56,13.7,0.11875
SC-12552,2025-05-15,Hamburg,Los Angeles,Road,Electronics,12219.41,331.32,69.92,0.28,11.125,0.0
SC-12553,2024-11-20,Singapore,Rotterdam,Road,Pharmaceuticals,14241.48,232.96,16.68,-0.28,16.075,0.03125
SC-12554,2025-05-06,Shanghai,Busan,Air,Automotive,1548.59,315.66,1.01,0.28,6.4125,0.08125
SC-12555,2024-12-23,Hamburg,Los Angeles,Sea,Textiles,14349.17,225.35,34.26,-0.26,11.125,0.0
SC-12556,2025-07-27,Singapore,Marseille,Air,Pharmaceuticals,8077.36,95.13,1.24,0.02,13.7,0.11875
SC-12557,2024-10-07,Shanghai,Los Angeles,Road,Perishables,4843.7,254.44,4.26,-0.35,11.125,0.0
SC-12558,2024-10-21,Shanghai,Hamburg,Road,Automotive,1614.5,264.76,10.44,-0.35,14.15,0.2625
SC-12559,2024-05-04,Los Angeles,Antwerp,Sea,Automotive,7759.05,405.49,126.88,-0.59,15.88125,0.1625
SC-12560,2025-08-10,Los Angeles,Shanghai,Road,Automotive,12020.48,368.02,74.58,-0.08,6.4,0.1875
SC-12561,2025-11-23,Rotterdam,Dubai,Road,Electronics,10752.75,332.23,24.9,-0.15,22.25625,0.0
SC-12562,2025-07-10,Dubai,Antwerp,Rail,Perishables,1228.28,57.58,8.65,0.02,15.88125,0.1625
SC-12563,2025-01-23,Singapore,Rotterdam,Sea,Pharmaceuticals,1557.08,360.59,3.43,-0.18,16.075,0.03125
SC-12564,2025-02-08,Shanghai,Antwerp,Road,Pharmaceuticals,6341.66,250.65,15.15,0.0,15.88125,0.1625
SC-12565,2024-12-19,Rotterdam,Marseille,Road,Automotive,4781.71,447.16,30.26,-0.26,13.7,0.11875
SC-12566,2024-05-29,Hamburg,Marseille,Sea,Automotive,3869.57,460.02,56.47,-0.59,13.7,0.11875
SC-12567,2024-10-24,Dubai,Hamburg,Air,Perishables,4574.57,28.52,0.5,-0.35,14.15,0.2625
SC-12568,2024-02-13,Dubai,Antwerp,Air,Automotive,12150.5,410.5,7.29,-0.19,15.88125,0.1625
SC-12569,2024-10-21,Rotterdam,Busan,Road,Pharmaceuticals,13973.81,19.81,91.94,-0.35,6.4125,0.08125
SC-12570,2024-03-21,Los Angeles,Singapore,Rail,Textiles,6373.99,184.22,5.88,-0.36,13.7,0.0
SC-12571,2024-12-20,Shanghai,Hamburg,Sea,Perishables,13638.61,271.61,85.02,-0.26,14.15,0.2625
SC-12572,2025-03-28,Shanghai,Antwerp,Road,Textiles,5161.69,74.9,4.23,-0.19,15.88125,0.1625
SC-12573,2025-11-02,Singapore,Rotterdam,Road,Automotive,7408.34,373.41,5.51,-0.15,16.075,0.03125
SC-12574,2024-09-19,Los Angeles,Rotterdam,Rail,Perishables,3777.42,5.17,2.88,0.1,16.075,0.03125
SC-12575,2025-05-05,Los Angeles,Antwerp,Air,Textiles,9786.9,85.13,0.63,0.28,15.88125,0.1625
SC-12576,2024-08-07,Hamburg,Shanghai,Air,Electronics,14695.23,290.82,0.5,0.21,6.4,0.1875
SC-12577,2024-07-25,Rotterdam,Busan,Air,Pharmaceuticals,9250.65,357.48,0.57,-0.05,6.4125,0.08125
SC-12578,2025-07-05,Singapore,Shanghai,Rail,Automotive,5688.3,458.4,11.62,0.02,6.4,0.1875
SC-12579,2024-10-04,Shanghai,Dubai,Road,Automotive,9893.35,353.04,64.25,-0.35,22.25625,0.0
SC-12580,2025-07-29,Los Angeles,Shanghai,Air,Textiles,2282.35,336.22,0.5,0.02,6.4,0.1875
SC-12581,2025-12-13,Busan,Antwerp,Air,Automotive,13385.56,197.78,2.37,0.56,15.88125,0.1625
SC-12582,2024-10-05,Dubai,Singapore,Rail,Pharmaceuticals,7794.72,1.64,8.47,-0.35,13.7,0.0
SC-12583,2024-05-20,Rotterdam,Marseille,Sea,Perishables,7015.57,60.96,40.03,-0.59,13.7,0.11875
SC-12584,2024-04-21,Busan,Dubai,Road,Pharmaceuticals,8995.04,267.74,49.34,-0.96,22.25625,0.0
SC-12585,2025-09-22,Shanghai,Rotterdam,Sea,Perishables,9559.37,337.89,15.66,-0.02,16.075,0.03125
SC-12586,2025-08-23,Rotterdam,Antwerp,Sea,Textiles,1540.75,209.31,21.78,-0.08,15.88125,0.1625
SC-12587,2024-09-02,Dubai,Busan,Rail,Textiles,10397.95,365.61,73.8,0.1,6.4125,0.08125
SC-12588,2024-09-05,Antwerp,Singapore,Air,Electronics,4008.01,261.41,2.39,0.1,13.7,0.0
SC-12589,2024-02-21,Antwerp,Busan,Road,Automotive,10852.31,38.01,8.77,-0.19,6.4125,0.08125
SC-12590,2025-11-16,Los Angeles,Antwerp,Air,Perishables,12426.75,96.82,0.5,-0.15,15.88125,0.1625
SC-12591,2025-06-27,Los Angeles,Antwerp,Sea,Pharmaceuticals,12157.4,420.16,34.99,0.08,15.88125,0.1625
SC-12592,2024-08-19,Antwerp,Singapore,Air,Pharmaceuticals,8511.26,362.73,0.5,0.21,13.7,0.0
SC-12593,2025-10-15,Shanghai,Hamburg,Road,Textiles,8042.46,447.49,8.05,-0.08,14.15,0.2625
SC-12594,2024-08-26,Dubai,Antwerp,Sea,Perishables,2571.7,59.66,5.59,0.21,15.88125,0.1625
SC-12595,2024-02-23,Shanghai,Hamburg,Road,Automotive,11742.52,495.12,28.52,-0.19,14.15,0.2625
SC-12596,2024-04-12,Busan,Shanghai,Air,Electronics,4435.44,105.49,0.51,-0.96,6.4,0.1875
SC-12597,2025-02-27,Shanghai,Busan,Sea,Electronics,7702.08,6.88,14.77,0.0,6.4125,0.08125
SC-12598,2024-12-04,Rotterdam,Dubai,Sea,Electronics,4621.97,498.71,9.27,-0.26,22.25625,0.0
SC-12599,2025-04-28,Busan,Marseille,Road,Textiles,2440.51,141.26,2.62,-0.25,13.7,0.11875
SC-12600,2024-04-12,Dubai,Marseille,Sea,Automotive,9628.59,334.34,17.94,-0.96,13.7,0.11875
SC-12601,2025-11-28,Hamburg,Dubai,Air,Pharmaceuticals,1287.81,89.16,0.5,-0.15,22.25625,0.0
SC-12602,2024-05-20,Singapore,Shanghai,Sea,Textiles,11355.36,290.53,20.04,-0.59,6.4,0.1875
SC-12603,2024-01-06,Shanghai,Rotterdam,Rail,Automotive,5105.01,452.11,34.45,-0.34,16.075,0.03125
SC-12604,2025-07-17,Dubai,Antwerp,Sea,Automotive,501.95,160.77,0.7,0.02,15.88125,0.1625
SC-12605,2024-06-10,Busan,Antwerp,Sea,Perishables,7911.37,335.46,39.57,-0.35,15.88125,0.1625
SC-12606,2025-02-20,Shanghai,Marseille,Air,Automotive,1179.35,94.76,0.5,0.0,13.7,0.11875
SC-12607,2025-10-30,Antwerp,Rotterdam,Rail,Pharmaceuticals,4504.46,312.77,6.29,-0.08,16.075,0.03125
SC-12608,2025-05-02,Hamburg,Singapore,Road,Electronics,10751.16,168.89,8.52,0.28,13.7,0.0
SC-12609,2025-05-03,Busan,Dubai,Air,Perishables,1409.0,106.39,0.5,0.28,22.25625,0.0
SC-12610,2025-10-28,Hamburg,Marseille,Sea,Automotive,12670.41,157.28,18.45,-0.08,13.7,0.11875
SC-12611,2024-07-23,Busan,Los Angeles,Sea,Pharmaceuticals,555.39,90.24,1.84,-0.05,11.125,0.0
SC-12612,2024-10-21,Los Angeles,Busan,Road,Automotive,4078.95,451.06,25.99,-0.35,6.4125,0.08125
SC-12613,2024-11-24,Antwerp,Marseille,Sea,Textiles,11243.11,199.2,55.64,-0.28,13.7,0.11875
SC-12614,2024-10-19,Hamburg,Singapore,Rail,Textiles,5085.92,123.39,38.02,-0.35,13.7,0.0
SC-12615,2025-10-23,Antwerp,Busan,Sea,Electronics,1977.44,224.76,4.18,-0.08,6.4125,0.08125
SC-12616,2024-03-01,Los Angeles,Hamburg,Sea,Electronics,5723.39,160.95,11.35,-0.36,14.15,0.2625
SC-12617,2024-04-01,Shanghai,Singapore,Road,Textiles,4420.7,372.47,4.61,-0.96,13.7,0.0
SC-12618,2025-10-29,Busan,Shanghai,Rail,Pharmaceuticals,12719.32,485.64,104.71,-0.08,6.4,0.1875
SC-12619,2025-08-10,Dubai,Busan,Rail,Perishables,5043.54,219.58,29.8,-0.08,6.4125,0.08125
SC-12620,2024-08-25,Rotterdam,Busan,Air,Textiles,11939.52,430.66,0.5,0.21,6.4125,0.08125
SC-12621,2025-07-01,Singapore,Dubai,Air,Electronics,13432.15,283.37,0.55,0.02,22.25625,0.0
SC-12622,2024-02-08,Busan,Singapore,Sea,Automotive,6790.35,79.46,111.06,-0.19,13.7,0.0
SC-12623,2024-06-28,Shanghai,Dubai,Road,Perishables,13694.18,345.62,14.59,-0.35,22.25625,0.0
SC-12624,2025-03-03,Antwerp,Hamburg,Rail,Electronics,5971.11,257.2,41.71,-0.19,14.15,0.2625
SC-12625,2024-06-29,Busan,Antwerp,Air,Automotive,14479.14,325.65,7.79,-0.35,15.88125,0.1625
SC-12626,2024-02-07,Shanghai,Dubai,Road,Perishables,1794.7,444.95,11.33,-0.19,22.25625,0.0
SC-12627,2025-02-10,Shanghai,Hamburg,Rail,Perishables,10461.78,220.78,74.14,0.0,14.15,0.2625
SC-12628,2025-05-22,Rotterdam,Singapore,Road,Electronics,7660.3,450.69,5.12,0.28,13.7,0.0
SC-12629,2024-07-09,Antwerp,Hamburg,Sea,Automotive,6120.91,375.58,18.97,-0.05,14.15,0.2625
SC-12630,2024-10-23,Antwerp,Rotterdam,Air,Pharmaceuticals,9674.32,244.81,5.31,-0.35,16.075,0.03125
SC-12631,2024-02-08,Shanghai,Hamburg,Sea,Perishables,10705.93,302.01,23.05,-0.19,14.15,0.2625
SC-12632,2024-01-10,Rotterdam,Dubai,Sea,Textiles,563.27,163.46,1.06,-0.34,22.25625,0.0
SC-12633,2024-11-01,Shanghai,Antwerp,Rail,Textiles,2920.82,491.82,3.69,-0.28,15.88125,0.1625
SC-12634,2025-08-04,Dubai,Singapore,Sea,Automotive,10839.17,334.01,22.48,-0.08,13.7,0.0
SC-12635,2025-09-09,Los Angeles,Busan,Road,Automotive,10162.59,22.88,6.72,-0.02,6.4125,0.08125
SC-12636,2024-04-19,Dubai,Marseille,Road,Pharmaceuticals,14507.69,163.98,12.75,-0.96,13.7,0.11875
SC-12637,2024-12-09,Los Angeles,Hamburg,Rail,Perishables,11535.05,312.03,8.62,-0.26,14.15,0.2625
SC-12638,2024-10-18,Antwerp,Singapore,Road,Electronics,14286.2,29.11,15.43,-0.35,13.7,0.0
SC-12639,2025-04-10,Shanghai,Marseille,Sea,Perishables,10686.84,12.92,31.23,-0.25,13.7,0.11875
SC-12640,2025-10-18,Los Angeles,Dubai,Air,Perishables,4821.76,225.56,0.5,-0.08,22.25625,0.0
SC-12641,2025-07-10,Antwerp,Singapore,Air,Electronics,2027.79,167.01,0.5,0.02,13.7,0.0
SC-12642,2025-06-20,Busan,Antwerp,Road,Textiles,11836.45,219.71,10.03,0.08,15.88125,0.1625
SC-12643,2025-05-20,Hamburg,Los Angeles,Sea,Perishables,9840.16,132.08,13.88,0.28,11.125,0.0
SC-12644,2024-05-17,Hamburg,Rotterdam,Rail,Automotive,1198.7,83.19,2.82,-0.59,16.075,0.03125
SC-12645,2025-05-31,Antwerp,Shanghai,Road,Perishables,5720.73,344.88,5.86,0.28,6.4,0.1875
SC-12646,2025-04-24,Dubai,Shanghai,Sea,Automotive,14373.6,257.77,24.49,-0.25,6.4,0.1875
SC-12647,2024-10-06,Busan,Rotterdam,Sea,Perishables,7755.82,100.88,21.16,-0.35,16.075,0.03125
SC-12648,2024-07-16,Antwerp,Rotterdam,Air,Perishables,6774.57,160.48,0.5,-0.05,16.075,0.03125
SC-12649,2024-04-25,Busan,Marseille,Road,Pharmaceuticals,7136.64,296.31,7.5,-0.96,13.7,0.11875
SC-12650,2024-12-04,Hamburg,Antwerp,Rail,Perishables,3528.8,37.04,3.21,-0.26,15.88125,0.1625
SC-12651,2024-06-15,Rotterdam,Hamburg,Air,Pharmaceuticals,5846.25,74.58,0.5,-0.35,14.15,0.2625
SC-12652,2025-04-14,Busan,Dubai,Road,Perishables,5862.29,37.55,35.25,-0.25,22.25625,0.0
SC-12653,2025-10-25,Shanghai,Busan,Air,Textiles,1259.15,406.35,1.58,-0.08,6.4125,0.08125
SC-12654,2024-09-20,Shanghai,Los Angeles,Road,Electronics,11629.73,376.45,22.98,0.1,11.125,0.0
SC-12655,2024-07-09,Hamburg,Busan,Road,Automotive,6539.31,376.9,15.69,-0.05,6.4125,0.08125
SC-12656,2024-01-15,Busan,Singapore,Road,Automotive,12421.61,358.45,61.05,-0.34,13.7,0.0
SC-12657,2024-12-11,Busan,Shanghai,Sea,Electronics,12830.05,335.02,26.24,-0.26,6.4,0.1875
SC-12658,2024-10-29,Los Angeles,Dubai,Rail,Textiles,3573.91,239.02,1.87,-0.35,22.25625,0.0
SC-12659,2025-08-04,Rotterdam,Dubai,Sea,Automotive,10031.63,321.5,60.98,-0.08,22.25625,0.0
SC-12660,2025-11-21,Singapore,Marseille,Rail,Textiles,7348.09,20.14,50.62,-0.15,13.7,0.11875
SC-12661,2024-07-16,Shanghai,Rotterdam,Air,Textiles,13262.27,311.11,1.1,-0.05,16.075,0.03125
SC-12662,2024-06-28,Singapore,Shanghai,Sea,Textiles,3628.24,389.16,8.62,-0.35,6.4,0.1875
SC-12663,2025-09-17,Shanghai,Antwerp,Rail,Electronics,10328.29,250.68,15.78,-0.02,15.88125,0.1625
SC-12664,2025-10-16,Busan,Shanghai,Sea,Electronics,9312.41,179.4,21.4,-0.08,6.4,0.1875
SC-12665,2025-02-19,Singapore,Dubai,Road,Pharmaceuticals,4781.87,139.44,24.83,0.0,22.25625,0.0
SC-12666,2025-03-13,Rotterdam,Hamburg,Sea,Perishables,2480.71,321.76,11.3,-0.19,14.15,0.2625
SC-12667,2025-06-11,Antwerp,Marseille,Rail,Perishables,9948.78,346.71,26.79,0.08,13.7,0.11875
SC-12668,2024-12-01,Dubai,Antwerp,Road,Pharmaceuticals,11209.66,435.61,25.13,-0.26,15.88125,0.1625
SC-12669,2024-03-29,Rotterdam,Singapore,Sea,Textiles,5076.6,171.82,72.11,-0.36,13.7,0.0
SC-12670,2025-02-14,Hamburg,Rotterdam,Road,Electronics,9850.07,385.12,17.25,0.0,16.075,0.03125
SC-12671,2025-11-16,Shanghai,Hamburg,Air,Electronics,6229.4,281.12,3.04,-0.15,14.15,0.2625
SC-12672,2024-04-07,Shanghai,Marseille,Air,Textiles,10841.5,441.54,0.58,-0.96,13.7,0.11875
SC-12673,2024-07-08,Busan,Antwerp,Road,Automotive,3388.62,264.38,5.84,-0.05,15.88125,0.1625
SC-12674,2024-05-23,Busan,Shanghai,Rail,Automotive,13408.12,259.3,17.27,-0.59,6.4,0.1875
SC-12675,2025-05-03,Los Angeles,Marseille,Air,Electronics,4667.44,289.36,0.5,0.28,13.7,0.11875
SC-12676,2024-11-27,Hamburg,Marseille,Rail,Perishables,5832.9,374.91,43.62,-0.28,13.7,0.11875
SC-12677,2024-09-11,Busan,Hamburg,Road,Textiles,1342.33,482.38,6.69,0.1,14.15,0.2625
SC-12678,2024-01-07,Busan,Los Angeles,Rail,Perishables,2116.93,37.71,15.72,-0.34,11.125,0.0
SC-12679,2024-09-24,Hamburg,Singapore,Sea,Electronics,7980.0,27.66,12.61,0.1,13.7,0.0
SC-12680,2025-01-27,Dubai,Marseille,Road,Automotive,4380.09,468.84,3.27,-0.18,13.7,0.11875
SC-12681,2024-08-29,Singapore,Busan,Road,Pharmaceuticals,12614.46,265.41,15.87,0.21,6.4125,0.08125
SC-12682,2025-04-02,Singapore,Los Angeles,Air,Automotive,713.05,307.84,0.5,-0.25,11.125,0.0
SC-12683,2024-09-30,Antwerp,Marseille,Rail,Perishables,5996.86,241.73,5.62,0.1,13.7,0.11875
SC-12684,2024-12-03,Shanghai,Hamburg,Sea,Perishables,5391.51,47.74,77.03,-0.26,14.15,0.2625
SC-12685,2024-11-05,Antwerp,Rotterdam,Road,Electronics,780.25,384.28,0.5,-0.28,16.075,0.03125
SC-12686,2025-08-19,Busan,Hamburg,Rail,Automotive,2303.34,373.87,1.89,-0.08,14.15,0.2625
SC-12687,2025-08-09,Dubai,Singapore,Road,Electronics,6497.82,156.54,16.89,-0.08,13.7,0.0
SC-12688,2024-01-12,Antwerp,Marseille,Road,Pharmaceuticals,7646.54,153.81,18.54,-0.34,13.7,0.11875
SC-12689,2024-09-24,Busan,Rotterdam,Air,Pharmaceuticals,6362.2,419.08,0.5,0.1,16.075,0.03125
SC-12690,2025-10-31,Busan,Hamburg,Rail,Perishables,8198.6,37.11,10.69,-0.08,14.15,0.2625
SC-12691,2025-01-03,Singapore,Hamburg,Road,Automotive,9129.41,440.67,17.73,-0.18,14.15,0.2625
SC-12692,2025-12-10,Singapore,Marseille,Sea,Perishables,643.9,129.07,0.78,0.56,13.7,0.11875
SC-12693,2024-08-29,Rotterdam,Antwerp,Rail,Textiles,7229.38,296.9,46.85,0.21,15.88125,0.1625
SC-12694,2024-03-04,Hamburg,Los Angeles,Road,Textiles,14470.74,468.06,9.78,-0.36,11.125,0.0
SC-12695,2025-11-14,Rotterdam,Singapore,Rail,Pharmaceuticals,8025.97,339.38,21.38,-0.15,13.7,0.0
SC-12696,2024-05-01,Busan,Antwerp,Air,Pharmaceuticals,10324.36,207.8,4.91,-0.59,15.88125,0.1625
SC-12697,2025-04-21,Antwerp,Rotterdam,Sea,Electronics,5022.03,345.08,9.46,-0.25,16.075,0.03125
SC-12698,2024-11-10,Rotterdam,Hamburg,Road,Perishables,11722.87,172.65,27.48,-0.28,14.15,0.2625
SC-12699,2024-06-12,Hamburg,Marseille,Sea,Perishables,11707.36,139.35,34.2,-0.35,13.7,0.11875
SC-12700,2025-02-19,Antwerp,Busan,Air,Perishables,8058.79,498.34,0.5,0.0,6.4125,0.08125
SC-12701,2025-12-03,Busan,Dubai,Rail,Pharmaceuticals,14652.2,375.64,12.66,0.56,22.25625,0.0
SC-12702,2025-05-29,Shanghai,Marseille,Sea,Electronics,2320.48,322.72,4.16,0.28,13.7,0.11875
SC-12703,2025-12-21,Busan,Los Angeles,Road,Perishables,745.74,178.29,0.5,0.56,11.125,0.0
SC-12704,2024-11-14,Busan,Los Angeles,Air,Perishables,11667.29,25.53,0.65,-0.28,11.125,0.0
SC-12705,2025-12-07,Busan,Singapore,Air,Electronics,12203.76,16.5,1.96,0.56,13.7,0.0
SC-12706,2024-04-30,Rotterdam,Dubai,Rail,Textiles,2243.0,277.54,1.91,-0.96,22.25625,0.0
SC-12707,2025-10-16,Singapore,Los Angeles,Air,Pharmaceuticals,4350.95,381.25,0.5,-0.08,11.125,0.0
SC-12708,2024-10-29,Antwerp,Shanghai,Road,Pharmaceuticals,754.51,269.15,5.81,-0.35,6.4,0.1875
SC-12709,2025-01-11,Hamburg,Marseille,Rail,Pharmaceuticals,4752.97,420.55,5.57,-0.18,13.7,0.11875
SC-12710,2025-09-21,Busan,Marseille,Air,Perishables,11710.56,17.68,1.22,-0.02,13.7,0.11875
SC-12711,2024-08-14,Antwerp,Marseille,Sea,Perishables,8010.43,184.01,120.82,0.21,13.7,0.11875
SC-12712,2024-08-12,Dubai,Marseille,Air,Perishables,5547.39,119.3,4.07,0.21,13.7,0.11875
SC-12713,2024-05-16,Hamburg,Antwerp,Rail,Textiles,5890.22,224.19,15.18,-0.59,15.88125,0.1625
SC-12714,2025-05-04,Dubai,Busan,Road,Automotive,519.63,37.12,0.81,0.28,6.4125,0.08125
SC-12715,2024-06-05,Singapore,Marseille,Air,Electronics,4847.11,477.11,0.54,-0.35,13.7,0.11875
SC-12716,2025-04-10,Singapore,Dubai,Sea,Textiles,9873.65,112.4,16.54,-0.25,22.25625,0.0
SC-12717,2025-09-12,Singapore,Dubai,Road,Electronics,14625.82,461.23,12.06,-0.02,22.25625,0.0
SC-12718,2025-01-17,Rotterdam,Dubai,Air,Textiles,12782.38,213.52,6.21,-0.18,22.25625,0.0
SC-12719,2025-03-01,Dubai,Marseille,Rail,Perishables,842.13,492.78,2.33,-0.19,13.7,0.11875
SC-12720,2025-12-19,Dubai,Busan,Road,Textiles,13529.13,277.48,34.99,0.56,6.4125,0.08125
SC-12721,2025-07-16,Singapore,Rotterdam,Road,Textiles,11856.38,465.49,9.3,0.02,16.075,0.03125
SC-12722,2025-04-27,Dubai,Busan,Air,Perishables,11815.45,3.67,1.58,-0.25,6.4125,0.08125
SC-12723,2025-07-04,Antwerp,Busan,Road,Automotive,7140.94,374.37,17.37,0.02,6.4125,0.08125
SC-12724,2025-11-11,Shanghai,Los Angeles,Sea,Pharmaceuticals,6271.08,451.62,18.12,-0.15,11.125,0.0
SC-12725,2024-08-11,Antwerp,Rotterdam,Road,Textiles,4892.28,70.72,5.31,0.21,16.075,0.03125
SC-12726,2024-09-10,Dubai,Antwerp,Sea,Automotive,1452.58,48.97,2.76,0.1,15.88125,0.1625
SC-12727,2025-11-27,Dubai,Hamburg,Sea,Textiles,3809.41,212.86,46.07,-0.15,14.15,0.2625
SC-12728,2025-09-02,Antwerp,Marseille,Sea,Electronics,4075.75,466.91,8.56,-0.02,13.7,0.11875
SC-12729,2024-03-24,Dubai,Singapore,Rail,Perishables,7519.12,271.65,7.09,-0.36,13.7,0.0
SC-12730,2025-06-22,Singapore,Shanghai,Sea,Perishables,11337.94,264.2,30.17,0.08,6.4,0.1875
SC-12731,2025-04-02,Los Angeles,Busan,Air,Pharmaceuticals,7370.24,71.42,3.96,-0.25,6.4125,0.08125
SC-12732,2025-06-24,Los Angeles,Dubai,Sea,Textiles,1338.74,1.39,2.51,0.08,22.25625,0.0
SC-12733,2025-12-21,Los Angeles,Shanghai,Air,Perishables,14387.95,405.26,7.24,0.56,6.4,0.1875
SC-12734,2025-01-05,Hamburg,Los Angeles,Rail,Pharmaceuticals,14169.5,44.7,38.58,-0.18,11.125,0.0
SC-12735,2024-03-20,Shanghai,Dubai,Air,Automotive,11885.25,317.29,6.21,-0.36,22.25625,0.0
SC-12736,2025-07-31,Shanghai,Hamburg,Air,Pharmaceuticals,14874.25,457.39,1.57,0.02,14.15,0.2625
SC-12737,2024-04-24,Hamburg,Marseille,Road,Textiles,8394.99,105.12,48.93,-0.96,13.7,0.11875
SC-12738,2024-03-04,Shanghai,Dubai,Sea,Textiles,14460.14,332.97,34.34,-0.36,22.25625,0.0
SC-12739,2025-07-14,Dubai,Busan,Air,Textiles,1596.27,40.27,0.8,0.02,6.4125,0.08125
SC-12740,2025-06-01,Rotterdam,Busan,Air,Perishables,5802.37,302.27,0.5,0.08,6.4125,0.08125
SC-12741,2024-07-26,Singapore,Marseille,Road,Perishables,3768.03,82.8,17.38,-0.05,13.7,0.11875
SC-12742,2025-08-09,Dubai,Rotterdam,Road,Electronics,3339.58,368.24,21.13,-0.08,16.075,0.03125
SC-12743,2025-07-03,Singapore,Rotterdam,Sea,Automotive,2541.64,151.31,7.66,0.02,16.075,0.03125
SC-12744,2024-06-02,Busan,Dubai,Rail,Automotive,9525.0,232.23,9.56,-0.35,22.25625,0.0
SC-12745,2024-06-17,Antwerp,Marseille,Air,Electronics,11829.17,300.12,1.86,-0.35,13.7,0.11875
SC-12746,2024-12-01,Antwerp,Marseille,Air,Automotive,8885.33,86.47,1.57,-0.26,13.7,0.11875
SC-12747,2025-06-16,Hamburg,Singapore,Sea,Textiles,2630.96,371.08,33.12,0.08,13.7,0.0
SC-12748,2025-03-28,Singapore,Hamburg,Rail,Pharmaceuticals,12261.29,152.02,72.95,-0.19,14.15,0.2625
SC-12749,2024-04-29,Busan,Marseille,Rail,Pharmaceuticals,9721.34,331.52,64.39,-0.96,13.7,0.11875
SC-12750,2025-11-27,Singapore,Los Angeles,Sea,Electronics,6128.4,79.98,13.34,-0.15,11.125,0.0
SC-12751,2024-07-29,Dubai,Antwerp,Road,Perishables,10274.89,344.37,6.93,-0.05,15.88125,0.1625
SC-12752,2025-08-20,Antwerp,Rotterdam,Rail,Electronics,4268.62,64.97,6.79,-0.08,16.075,0.03125
SC-12753,2025-05-15,Antwerp,Marseille,Sea,Automotive,5505.29,213.25,13.6,0.28,13.7,0.11875
SC-12754,2024-04-03,Dubai,Shanghai,Air,Textiles,13803.54,124.36,0.58,-0.96,6.4,0.1875
SC-12755,2025-06-06,Shanghai,Marseille,Rail,Perishables,4712.32,374.44,11.52,0.08,13.7,0.11875
SC-12756,2025-04-01,Busan,Antwerp,Rail,Electronics,7314.83,131.76,6.69,-0.25,15.88125,0.1625
SC-12757,2024-02-26,Shanghai,Los Angeles,Rail,Textiles,13407.05,440.98,17.84,-0.19,11.125,0.0
SC-12758,2025-04-09,Los Angeles,Marseille,Road,Perishables,10761.96,446.02,9.94,-0.25,13.7,0.11875
SC-12759,2024-05-15,Dubai,Shanghai,Air,Perishables,1401.95,99.02,1.35,-0.59,6.4,0.1875
SC-12760,2025-06-09,Busan,Hamburg,Rail,Electronics,2635.89,307.31,2.35,0.08,14.15,0.2625
SC-12761,2025-03-01,Dubai,Rotterdam,Sea,Perishables,613.7,44.77,0.53,-0.19,16.075,0.03125
SC-12762,2025-04-12,Rotterdam,Marseille,Sea,Perishables,9648.37,196.38,18.13,-0.25,13.7,0.11875
SC-12763,2025-07-31,Hamburg,Antwerp,Road,Pharmaceuticals,6991.26,356.95,7.58,0.02,15.88125,0.1625
SC-12764,2024-02-29,Dubai,Antwerp,Rail,Pharmaceuticals,2446.99,330.05,14.64,-0.19,15.88125,0.1625
SC-12765,2025-07-26,Antwerp,Dubai,Sea,Electronics,14390.04,312.73,34.86,0.02,22.25625,0.0
SC-12766,2025-04-18,Los Angeles,Marseille,Air,Electronics,8180.07,141.99,0.5,-0.25,13.7,0.11875
SC-12767,2025-11-19,Busan,Antwerp,Rail,Perishables,4007.45,189.63,5.94,-0.15,15.88125,0.1625
SC-12768,2024-11-11,Shanghai,Hamburg,Rail,Pharmaceuticals,7758.75,52.37,10.43,-0.28,14.15,0.2625
SC-12769,2024-01-23,Los Angeles,Dubai,Sea,Textiles,10354.49,359.79,19.92,-0.34,22.25625,0.0
SC-12770,2025-02-09,Hamburg,Dubai,Road,Electronics,1605.47,252.44,2.17,0.0,22.25625,0.0
